date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2024-03-26 00:00:00,31.5,26.5,35,0,,,11.1,,1014,
2024-03-27 00:00:00,30.8,20,35.3,1.9,,,10.9,,1014.2,
2024-03-28 00:00:00,31,28,36,0.2,,,11.3,,1012,
2024-03-29 00:00:00,30.5,27,34,1.6,,,9.4,,1013,
2024-03-30 00:00:00,30.1,26,35,0,,,11.8,,1014,
2024-03-31 00:00:00,30,25,35,0,,,11.1,,1013,
2024-04-01 00:00:00,28.2,27,35,0,,,10.9,,1011.4,
2024-04-02 00:00:00,30.7,27.7,35,0,,,13.4,,1011.4,
2024-04-03 00:00:00,30.5,27.3,35.3,0,,,13.1,,1011.5,
2024-04-04 00:00:00,30.7,27,35.5,0.4,,,12.1,,1010.8,
2024-04-05 00:00:00,30.4,26.2,35,0,,,12.4,,1010.8,
2024-04-06 00:00:00,29.8,26.6,34.3,0,,,11.4,,1011.1,
2024-04-07 00:00:00,30.8,25.8,34.9,0,,,11.8,,1010.3,
2024-04-08 00:00:00,30.3,25.9,35,0,,,11.7,,1010.7,
2024-04-09 00:00:00,30.8,26.3,35,0.4,,,10.8,,1011,
2024-04-10 00:00:00,30.4,26.7,35,0,,,13.7,,1011.9,
2024-04-11 00:00:00,30.6,27.5,35.1,0,,,13.3,,1011.7,
2024-04-12 00:00:00,30.5,27.6,35.4,0,,,13.8,,1010.9,
2024-04-13 00:00:00,31.1,25,36.1,0.1,,,11.8,,1010.7,
2024-04-14 00:00:00,31.3,26.7,36,0.2,,,12.1,,1011.8,
2024-04-15 00:00:00,31.6,27.8,36.9,0.2,,,10.1,,1012.1,
2024-04-16 00:00:00,31,27.9,36.2,0,,,12.4,,1011,
2024-04-17 00:00:00,30.7,27,36.3,0,,,10.9,,1009.8,
2024-04-18 00:00:00,31.6,26.7,38.2,0,,,9.7,,1008.8,
2024-04-19 00:00:00,31.2,28,35.4,0,,,11.8,,1008.7,
2024-04-20 00:00:00,31.8,26.5,36.4,0,,,12.2,,1009.2,
2024-04-21 00:00:00,31.3,28.8,35.5,0,,,12.6,,1010,
2024-04-22 00:00:00,31.9,27.1,36.7,0,,,10.8,,1009.5,
2024-04-23 00:00:00,32.4,28.5,37.1,0.2,,,11.2,,1009.1,
2024-04-24 00:00:00,33,28.9,38,3.2,,,10.5,,1008.7,
2024-04-25 00:00:00,32.5,29.9,38.2,0,,,10.7,,1008.8,
2024-04-26 00:00:00,32.6,29.6,38,0,,,12,,1008.1,
2024-04-27 00:00:00,33.2,27.3,38.8,0,,,10.4,,1008.6,
2024-04-28 00:00:00,33,30,38,0,,,13.5,,1009.4,
2024-04-29 00:00:00,32.1,29.9,36.6,0,,,11.4,,1009.6,
2024-04-30 00:00:00,32.7,28.2,37.4,0,,,12.6,,1007.9,
2024-05-01 00:00:00,32.5,28.9,37,0.2,,,11.1,,1007.6,
2024-05-02 00:00:00,32,29,36.6,0,,,14.1,,1009,
2024-05-03 00:00:00,31.4,28,36.3,0,,,14.4,,1009.1,
2024-05-04 00:00:00,31.8,28,36.6,0,,,12.2,,1008.5,
2024-05-05 00:00:00,32.2,26.8,36.2,0.3,,,12.4,,1008.9,
2024-05-06 00:00:00,31.6,28.6,36.1,0,,,12,,1009.9,
2024-05-07 00:00:00,32,28.9,36.2,0,,,13.5,,1010.2,
2024-05-08 00:00:00,31.7,27.6,36.1,0.7,,,10.6,,1009.6,
2024-05-09 00:00:00,32.1,28.8,37,0,,,12.1,,1009.9,
2024-05-10 00:00:00,31.6,28.9,35.6,0.8,,,10.2,,1011.1,
