id,ts,station_id,lsid,tx_id,temp_last,temp_hi,temp_lo,temp_avg,temp_hi_at,temp_lo_at,hum_last,hum_hi,hum_lo,hum_hi_at,hum_lo_at,heat_index_last,heat_index_hi,heat_index_hi_at,wind_chill_last,wind_chill_lo,wind_chill_lo_at,wet_bulb_last,wet_bulb_hi,wet_bulb_lo,wet_bulb_hi_at,wet_bulb_lo_at,dew_point_last,dew_point_hi,dew_point_lo,dew_point_hi_at,dew_point_lo_at,wind_speed_last,wind_speed_hi,wind_speed_avg,wind_speed_hi_at,wind_dir_last,wind_dir_of_prevail,wind_dir_of_avg,wind_speed_hi_dir,wind_run,rainfall_mm,rainfall_in,rain_rate_hi_mm,rain_rate_hi_in,rain_rate_hi_at,rain_size,rainfall_clicks,rain_rate_hi_clicks,solar_rad_hi,solar_rad_avg,solar_energy,solar_rad_hi_at,uv_index_hi,uv_index_avg,uv_dose,uv_index_hi_at,thw_index_last,thw_index_hi,thw_index_lo,thw_index_hi_at,thw_index_lo_at,thsw_index_last,thsw_index_hi,thsw_index_lo,thsw_index_hi_at,thsw_index_lo_at,wbgt_last,wbgt_hi,wbgt_hi_at,pressure,rssi,reception,packets_received,packets_missed,packets_received_streak,packets_missed_streak,crc_errors,resyncs,freq_error_avg,freq_error_total,trans_battery_volt,trans_battery_flag,supercap_volt_last,solar_volt_last,solar_rad_volt_last,uv_volt_last,spars_volt_last,spars_rpm_last,hdd,cdd,et,arch_int,tz_offset,gnss_fix,gnss_clock,latitude,longitude,elevation,synced_at,data_source
1,1760955300,205011,813260,1,85.5,85.5,85.4,85.4,1760954403,1760954485,79.5,81.8,79.5,1760954672,1760955236,98.3,99.4,1760954475,85.5,85.4,1760954485,80.2,80.8,80.2,1760954475,1760955243,78.4,79.3,78.3,1760954475,1760955243,,7.5,3.49,1760954475,,315,311,320,0.8700000047683716,0.0,0.0,0.0,0.0,1760954400,1,0,0,,,,,,,,,98.3,99.4,98.0,1760954475,1760955243,,,,,,,,,,-87,100.0,351,0,928,0,0,0,0,-21,2.998,0,2.382,0.035,2.998,3,,,0.0,0.213,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
2,1760956200,205011,813260,1,85.2,85.5,85.1,85.3,1760955346,1760955981,79.6,81.3,79.6,1760955594,1760956158,97.5,99.0,1760955551,85.2,85.1,1760955981,80.0,80.6,80.0,1760955551,1760956176,78.2,79.0,78.2,1760955602,1760956176,,11.06,6.42,1760956189,,315,308,276,1.600000023841858,0.0,0.0,0.0,0.0,1760955312,1,0,0,,,,,,,,,97.5,99.0,97.5,1760955551,1760956074,,,,,,,,,,-87,100.0,351,0,1279,0,0,0,0,-31,2.998,0,2.353,0.035,2.998,3,,,0.0,0.212,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
3,1760957100,205011,813260,1,85.0,85.2,85.0,85.1,1760956227,1760956883,80.5,80.6,79.1,1760956773,1760956261,97.3,97.9,1760956689,85.0,84.6,1760956914,80.0,80.2,79.8,1760956689,1760956268,78.3,78.5,78.0,1760956689,1760956268,,11.94,7.27,1760956312,,315,313,286,1.8200000524520874,0.0,0.0,0.0,0.0,1760956204,1,0,0,,,,,,,,,97.3,97.7,96.8,1760956873,1760956935,,,,,,,,,,-87,100.0,351,0,1630,0,0,0,0,-27,2.998,0,2.321,0.035,2.998,3,,,0.0,0.21,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
4,1760958000,205011,813260,1,84.9,85.0,84.9,84.9,1760957101,1760957396,81.1,81.1,80.4,1760957952,1760957337,97.3,97.5,1760957550,84.9,84.5,1760957396,80.1,80.1,80.0,1760957550,1760957345,78.5,78.5,78.3,1760957960,1760957345,,11.5,6.38,1760957470,,315,317,313,1.590000033378601,0.0,0.0,0.0,0.0,1760957106,1,0,0,,,,,,,,,97.3,97.5,96.8,1760957550,1760957396,,,,,,,,,,-87,100.0,351,1,1706,0,1,0,0,-22,2.998,0,2.292,0.035,2.998,3,,,0.0,0.208,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
5,1760958900,205011,813260,1,84.8,84.9,84.8,84.8,1760958001,1760958093,80.1,81.0,80.0,1760958054,1760958721,96.6,97.3,1760958001,84.8,84.8,1760958093,79.7,80.1,79.7,1760958001,1760958523,78.0,78.5,77.9,1760958001,1760958728,,10.25,4.86,1760958008,,337,340,345,1.2200000286102295,0.0,0.0,0.0,0.0,1760958008,1,0,0,,,,,,,,,96.6,97.3,96.5,1760958001,1760958728,,,,,,,,,,-87,100.0,351,0,626,0,0,0,0,-6,2.998,0,2.262,0.035,2.998,3,,,0.0,0.207,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
6,1760959800,205011,813260,1,84.7,84.8,84.7,84.7,1760958903,1760958923,81.1,81.3,80.0,1760959643,1760958926,96.7,96.9,1760959323,84.7,84.7,1760958923,79.9,80.0,79.6,1760959651,1760958923,78.2,78.3,77.9,1760959651,1760958923,,11.88,5.16,1760959689,,315,327,328,1.2899999618530273,0.0,0.0,0.0,0.0,1760958900,1,0,0,,,,,,,,,96.7,96.9,96.3,1760959323,1760958923,,,,,,,,,,-87,100.0,351,0,977,0,0,0,0,-7,2.998,0,2.23,0.038,2.998,3,,,0.0,0.206,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
7,1760960700,205011,813260,1,84.7,84.8,84.6,84.7,1760959866,1760960625,80.3,81.1,80.3,1760959848,1760960617,96.4,97.0,1760959866,84.7,84.6,1760960625,79.7,80.0,79.6,1760959866,1760960625,78.0,78.4,77.9,1760959866,1760960625,,8.94,4.29,1760960655,,315,314,297,1.0700000524520874,0.0,0.0,0.0,0.0,1760959812,1,0,0,,,,,,,,,96.4,97.0,96.1,1760959866,1760960625,,,,,,,,,,-87,100.0,351,0,1328,0,0,0,0,-33,2.998,0,2.198,0.038,2.998,3,,,0.0,0.205,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
8,1760961600,205011,813260,1,84.5,84.7,84.5,84.6,1760960707,1760961363,81.1,81.2,79.9,1760961488,1760960771,96.2,96.6,1760960983,84.5,84.5,1760961363,79.7,79.8,79.6,1760960983,1760960778,78.1,78.2,77.8,1760961393,1760960778,,11.0,4.14,1760960742,,360,341,315,1.0399999618530273,0.0,0.0,0.0,0.0,1760960714,1,0,0,,,,,,,,,96.2,96.6,96.1,1760960983,1760961363,,,,,,,,,,-87,100.0,352,0,1680,0,0,0,0,-17,2.998,0,2.168,0.038,2.998,3,,,0.0,0.204,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
9,1760962500,205011,813260,1,84.5,84.5,84.4,84.4,1760961609,1760961660,81.0,81.5,80.7,1760961949,1760962257,96.1,96.3,1760961803,84.5,84.4,1760961660,79.7,79.8,79.5,1760961803,1760962224,78.0,78.2,77.8,1760961803,1760962275,,10.5,4.38,1760961696,,315,323,333,1.090000033378601,0.0,0.0,0.0,0.0,1760961606,1,0,0,,,,,,,,,96.1,96.3,95.7,1760961803,1760962275,,,,,,,,,,-87,100.0,351,0,2031,0,0,0,0,-18,2.998,0,2.127,0.035,2.998,3,,,0.0,0.203,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
10,1760963400,205011,813260,1,84.3,84.5,84.3,84.4,1760962500,1760963228,81.2,81.3,80.9,1760963077,1760962872,95.7,96.2,1760962521,84.3,84.3,1760963228,79.5,79.8,79.5,1760962521,1760963228,77.9,78.1,77.9,1760962521,1760963341,,8.88,3.9,1760962667,,360,335,330,0.9700000286102295,0.0,0.0,0.0,0.0,1760962508,1,0,0,,,,,,,,,95.7,96.2,95.6,1760962521,1760963341,,,,,,,,,,-87,100.0,351,0,2382,0,0,0,0,-32,2.998,0,2.092,0.035,2.998,3,,,0.0,0.202,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
11,1760964300,205011,813260,1,84.1,84.3,84.1,84.2,1760963402,1760963751,81.0,81.3,81.0,1760963487,1760964102,95.0,95.7,1760963515,84.1,84.1,1760963751,79.3,79.6,79.3,1760963515,1760964110,77.6,77.9,77.6,1760963515,1760964110,,7.13,3.64,1760963582,,337,342,325,0.9100000262260437,0.0,0.0,0.0,0.0,1760963410,1,0,0,,,,,,,,,95.0,95.7,95.0,1760963515,1760964110,,,,,,,,,,-87,100.0,351,0,2733,0,0,0,0,-39,2.998,0,2.057,0.035,2.998,3,,,0.0,0.2,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
12,1760965200,205011,813260,1,84.0,84.2,84.0,84.1,1760964520,1760965145,82.0,82.0,80.8,1760965127,1760964512,95.1,95.4,1760965135,84.0,84.0,1760965145,79.5,79.6,79.3,1760965135,1760964530,77.9,78.0,77.6,1760965135,1760964530,,9.0,3.47,1760964430,,360,349,341,0.8700000047683716,0.0,0.0,0.0,0.0,1760964302,1,0,0,,,,,,,,,95.1,95.4,94.9,1760965135,1760964530,,,,,,,,,,-87,100.0,351,0,3084,0,0,0,0,-3,2.998,0,2.025,0.035,2.998,3,,,0.0,0.199,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
13,1760966100,205011,813260,1,83.4,84.0,83.4,83.7,1760965227,1760966037,84.7,84.7,82.6,1760965998,1760965332,94.5,95.4,1760965237,83.4,83.4,1760966037,79.6,79.8,79.5,1760965750,1760965381,78.3,78.4,77.9,1760965965,1760965227,,7.0,4.11,1760965281,,22,18,13,1.0299999713897705,0.0,0.0,0.0,0.0,1760965214,1,0,0,,,,,,,,,94.5,95.4,94.5,1760965237,1760966037,,,,,,,,,,-88,100.0,352,0,3436,0,0,0,0,-13,2.998,0,1.996,0.035,2.998,3,,,0.0,0.195,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
14,1760967000,205011,813260,1,82.9,83.4,82.9,83.1,1760966101,1760966785,85.9,86.0,85.1,1760966716,1760966152,93.5,94.7,1760966190,82.9,82.9,1760966785,79.5,79.7,79.5,1760966190,1760966836,78.2,78.4,78.2,1760966190,1760966139,,5.0,3.14,1760966490,,22,16,360,0.7900000214576721,0.0,0.0,0.0,0.0,1760966106,1,0,0,,,,,,,,,93.5,94.7,93.5,1760966190,1760966836,,,,,,,,,,-88,100.0,351,0,3787,0,0,0,0,2,2.998,0,1.952,0.035,2.998,3,,,0.0,0.189,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
15,1760967900,205011,813260,1,82.6,83.0,82.6,82.8,1760967062,1760967646,86.6,86.6,85.9,1760967741,1760967177,93.0,93.9,1760967092,82.6,82.6,1760967646,79.3,79.6,79.3,1760967092,1760967646,78.2,78.4,78.2,1760967092,1760967400,,8.56,4.25,1760967295,,360,2,20,1.059999942779541,0.0,0.0,0.0,0.0,1760967018,1,0,0,,,,,,,,,93.0,93.9,92.9,1760967092,1760967646,,,,,,,,,,-88,100.0,351,0,4138,0,0,0,0,1,2.998,0,1.911,0.035,2.998,3,,,0.0,0.185,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
16,1760968800,205011,813260,1,82.4,82.6,82.4,82.5,1760967912,1760968558,87.2,87.2,86.8,1760968766,1760967997,92.6,93.1,1760968281,82.4,82.4,1760968558,79.3,79.4,79.3,1760968281,1760967984,78.2,78.3,78.1,1760968773,1760967984,,5.06,2.88,1760968289,,360,358,328,0.7200000286102295,0.0,0.0,0.0,0.0,1760967900,1,0,0,,,,,,,,,92.6,93.1,92.5,1760968281,1760968558,,,,,,,,,,-88,100.0,351,0,4489,0,0,0,0,5,2.998,0,1.884,0.035,2.998,3,,,0.0,0.182,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
17,1760969700,205011,813260,1,82.3,82.4,82.3,82.3,1760968814,1760968989,87.2,87.2,87.1,1760968817,1760969586,92.3,92.6,1760968814,82.3,82.3,1760968989,79.2,79.3,79.2,1760968814,1760968989,78.1,78.2,78.1,1760968814,1760969593,,6.25,3.79,1760969237,,360,6,13,0.949999988079071,0.0,0.0,0.0,0.0,1760968802,1,0,0,,,,,,,,,92.3,92.6,92.3,1760968814,1760969593,,,,,,,,,,-87,100.0,352,0,4841,0,0,0,0,9,2.998,0,1.832,0.032,2.998,3,,,0.0,0.181,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
18,1760970600,205011,813260,1,82.3,82.4,82.3,82.3,1760969880,1760969706,87.1,87.2,87.1,1760969739,1760969791,92.3,92.6,1760969880,82.3,82.3,1760969706,79.2,79.3,79.2,1760969880,1760969706,78.1,78.2,78.1,1760969880,1760969798,,4.94,2.87,1760970134,,360,1,360,0.7200000286102295,0.0,0.0,0.0,0.0,1760969704,1,0,0,,,,,,,,,92.3,92.6,92.3,1760969880,1760969798,,,,,,,,,,-87,100.0,351,0,5192,0,0,0,0,22,2.998,0,1.796,0.029,2.998,3,,,0.0,0.18,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
19,1760971500,205011,813260,1,82.3,82.3,82.2,82.3,1760970608,1760970813,86.6,87.0,86.6,1760970611,1760971482,92.2,92.3,1760970608,82.3,82.2,1760970813,79.1,79.2,79.0,1760970608,1760971131,77.9,78.1,77.9,1760970608,1760971131,,6.5,3.73,1760970859,,360,359,359,0.9300000071525574,0.0,0.0,0.0,0.0,1760970616,1,0,0,,,,,,,,,92.2,92.3,91.9,1760970608,1760971131,,,,,,,,,,-88,100.0,351,0,5543,0,0,0,0,5,2.998,0,1.749,0.029,2.998,3,,,0.0,0.18,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
20,1760972400,205011,813260,1,82.4,82.4,82.2,82.3,1760971797,1760971500,84.3,86.5,84.3,1760971533,1760972353,91.7,92.3,1760971797,82.4,82.2,1760971500,78.6,79.1,78.6,1760971520,1760972361,77.2,77.9,77.2,1760971520,1760972361,,6.13,3.04,1760971556,,360,355,360,0.7599999904632568,0.0,0.0,0.0,0.0,1760971508,1,0,0,,,,,,,,,91.7,92.3,91.6,1760971797,1760972269,,,,,,,,,,-87,100.0,351,0,5894,0,0,0,0,-10,2.998,0,1.714,0.029,2.998,3,,,0.0,0.181,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
21,1760973300,205011,813260,1,83.5,83.5,82.4,82.9,1760973263,1760972402,80.5,83.7,80.5,1760972404,1760973276,93.2,93.3,1760973263,83.5,82.4,1760972402,78.6,78.6,78.2,1760973263,1760972576,76.9,77.2,76.6,1760972402,1760972771,,9.5,3.9,1760973207,,315,330,326,0.9700000286102295,0.0,0.0,0.0,0.0,1760972410,1,0,0,,,,,,,,,93.2,93.3,91.4,1760973263,1760972576,,,,,,,,,,-87,100.0,351,0,6245,0,0,0,0,12,2.998,0,1.659,0.029,2.998,3,,,0.0,0.187,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
22,1760974200,205011,813260,1,82.8,83.5,82.8,83.2,1760973304,1760974124,83.2,83.6,80.4,1760973839,1760973327,92.4,93.5,1760973745,82.8,82.8,1760974124,78.6,79.1,78.4,1760973745,1760973570,77.2,77.6,76.7,1760973745,1760973570,,6.5,3.18,1760974029,,360,351,329,0.7900000214576721,0.0,0.0,0.0,0.0,1760973301,1,0,0,,,,,,,,,92.4,93.5,92.4,1760973745,1760974124,,,,,,,,,,-87,100.0,352,0,6597,0,0,0,0,-8,2.998,0,1.612,0.029,2.998,3,,,0.0,0.189,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
23,1760975100,205011,813260,1,83.1,83.1,82.7,82.9,1760974770,1760974237,83.1,83.1,82.5,1760975069,1760974557,93.1,93.1,1760975077,83.1,82.7,1760974237,78.9,78.9,78.5,1760975077,1760974524,77.4,77.4,77.0,1760975077,1760974524,,6.56,3.02,1760974731,,315,323,328,0.7599999904632568,0.0,0.0,0.0,0.0,1760974203,1,0,0,,,,,,,,,93.1,93.1,92.1,1760975077,1760974278,,,,,,,,,,-87,100.0,351,0,6948,0,0,0,0,-1,2.998,0,1.562,0.029,2.998,3,,,0.0,0.187,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
24,1760976000,205011,813260,1,83.1,83.3,83.1,83.2,1760975415,1760975118,82.8,82.9,82.3,1760975889,1760975223,93.0,93.6,1760975692,83.1,83.1,1760975118,78.8,79.0,78.7,1760975692,1760975251,77.3,77.5,77.1,1760975692,1760975251,,6.94,2.85,1760975177,,337,336,320,0.7099999785423279,0.0,0.0,0.0,0.0,1760975105,1,0,0,,,,,,,,,93.0,93.6,92.9,1760975692,1760975251,,,,,,,,,,-87,100.0,351,0,7299,0,0,0,0,-13,2.998,0,1.509,0.029,2.998,3,,,0.0,0.19,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
25,1760976900,205011,813260,1,82.8,83.1,82.8,83.0,1760976000,1760976861,83.3,83.4,82.8,1760976607,1760976043,92.4,93.1,1760976153,82.8,82.8,1760976861,78.7,78.9,78.7,1760976153,1760976861,77.2,77.4,77.2,1760976533,1760976861,,5.44,2.64,1760976064,,360,349,340,0.6600000262260437,0.0,0.0,0.0,0.0,1760976007,1,0,0,,,,,,,,,92.4,93.1,92.4,1760976153,1760976861,,,,,,,,,,-88,100.0,351,0,7650,0,0,0,0,-7,2.998,0,1.465,0.026,2.998,3,,,0.0,0.187,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
26,1760977800,205011,813260,1,82.3,82.8,82.3,82.5,1760976902,1760977670,85.1,85.1,83.4,1760977683,1760976914,91.7,92.5,1760977035,82.3,82.3,1760977670,78.7,78.8,78.6,1760977035,1760976963,77.4,77.5,77.2,1760977230,1760976963,,5.88,3.98,1760976909,,360,4,360,1.0,0.0,0.0,0.0,0.0,1760976909,1,0,0,,,,,,,,,91.7,92.5,91.7,1760977035,1760977670,,,,,,,,,,-88,100.0,351,0,8001,0,0,0,0,26,2.998,0,1.418,0.029,2.998,3,,,0.0,0.183,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
27,1760978700,205011,813260,1,82.1,82.3,82.1,82.2,1760977804,1760978644,85.5,85.5,85.1,1760978606,1760977837,91.3,91.8,1760978152,82.1,82.1,1760978644,78.6,78.8,78.6,1760978152,1760978644,77.3,77.5,77.3,1760978152,1760978080,,5.56,3.55,1760978557,,360,3,1,0.8899999856948853,0.0,0.0,0.0,0.0,1760977811,1,0,0,,,,,,,,,91.3,91.8,91.3,1760978152,1760978644,,,,,,,,,,-87,100.0,352,0,8353,0,0,0,0,2,2.998,0,1.351,0.026,2.998,3,,,0.0,0.18,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
28,1760979600,205011,813260,1,82.0,82.2,82.0,82.1,1760978706,1760979515,85.8,85.8,85.5,1760979272,1760978708,91.1,91.6,1760978972,82.0,82.0,1760979515,78.6,78.7,78.6,1760978972,1760979515,77.3,77.5,77.3,1760978972,1760978736,,4.75,2.04,1760979072,,360,350,333,0.5099999904632568,0.0,0.0,0.0,0.0,1760978703,1,0,0,,,,,,,,,91.1,91.6,91.1,1760978972,1760979515,,,,,,,,,,-87,100.0,351,0,8704,0,0,0,0,26,2.998,0,1.289,0.023,2.998,3,,,0.0,0.178,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
29,1760980500,205011,813260,1,82.0,82.1,82.0,82.0,1760979608,1760979618,86.2,86.2,85.8,1760980246,1760979733,91.2,91.5,1760980274,82.0,82.0,1760979618,78.6,78.8,78.6,1760980274,1760979618,77.5,77.6,77.3,1760980274,1760979618,,6.5,2.86,1760980461,,360,348,356,0.7200000286102295,0.0,0.0,0.0,0.0,1760979605,1,0,0,,,,,,,,,91.2,91.5,91.1,1760980274,1760979618,,,,,,,,,,-87,100.0,351,0,9055,0,0,0,0,21,2.998,0,1.225,0.023,2.998,3,,,0.0,0.177,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
30,1760981400,205011,813260,1,81.7,82.1,81.7,81.9,1760980510,1760981278,86.9,86.9,86.4,1760981373,1760980502,90.6,91.6,1760980510,81.7,81.7,1760981278,78.5,78.8,78.5,1760980510,1760981278,77.4,77.6,77.3,1760980510,1760981278,,6.31,3.43,1760980535,,360,8,359,0.8600000143051147,0.0,0.0,0.0,0.0,1760980517,1,0,0,,,,,,,,,90.6,91.6,90.6,1760980510,1760981278,,,,,,,,,,-87,100.0,351,0,9406,0,0,0,0,-1,2.998,0,1.172,0.023,2.998,3,,,0.0,0.176,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
31,1760982300,205011,813260,1,81.4,81.8,81.3,81.6,1760981473,1760982273,87.7,87.7,86.9,1760982296,1760981425,90.0,90.9,1760981473,81.4,81.3,1760982273,78.4,78.6,78.4,1760981473,1760982273,77.4,77.5,77.3,1760981473,1760982273,,5.88,3.67,1760981978,,360,2,19,0.9200000166893005,0.0,0.0,0.0,0.0,1760981409,1,0,0,,,,,,,,,90.0,90.9,89.8,1760981473,1760982273,,,,,,,,,,-87,100.0,352,0,9758,0,0,0,0,35,2.998,0,1.09,0.023,2.998,3,,,0.0,0.173,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
32,1760983200,205011,813260,1,81.1,81.4,81.1,81.3,1760982303,1760983164,88.1,88.1,87.8,1760982757,1760982398,89.4,90.1,1760982621,81.1,81.1,1760983164,78.3,78.5,78.3,1760982621,1760983164,77.2,77.5,77.2,1760982621,1760983164,,7.5,3.84,1760983065,,360,354,359,0.9599999785423279,0.0,0.0,0.0,0.0,1760982301,1,0,0,,,,,,,,,89.4,90.1,89.4,1760982621,1760983164,,,,,,,,,,-87,100.0,351,0,10109,0,0,0,0,41,2.998,0,1.046,0.023,2.998,3,,,0.0,0.17,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
33,1760984100,205011,813260,1,80.9,81.1,80.9,81.0,1760983205,1760983759,88.7,88.7,88.1,1760984038,1760983270,89.0,89.4,1760983328,80.9,80.9,1760983759,78.2,78.3,78.1,1760983205,1760983759,77.2,77.3,77.1,1760983943,1760983759,,7.81,3.41,1760984059,,360,348,1,0.8500000238418579,0.0,0.0,0.0,0.0,1760983203,1,0,0,,,,,,,,,89.0,89.4,88.9,1760983328,1760983759,,,,,,,,,,-87,100.0,351,0,10460,0,0,0,0,33,2.998,0,0.976,0.023,2.998,3,,,0.0,0.167,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
34,1760985000,205011,813260,1,80.5,80.9,80.5,80.7,1760984107,1760984917,89.3,89.3,88.8,1760984858,1760984192,88.1,89.0,1760984107,80.5,80.5,1760984917,78.0,78.2,78.0,1760984107,1760984917,77.1,77.3,77.1,1760984302,1760984917,,6.56,3.89,1760984274,,22,17,359,0.9700000286102295,0.0,0.0,0.0,0.0,1760984125,1,0,0,,,,,,,,,88.1,89.0,88.1,1760984107,1760984917,,,,,,,,,,-87,100.0,351,0,10811,0,0,0,0,28,2.998,0,0.905,0.023,2.998,3,,,0.0,0.163,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
35,1760985900,205011,813260,1,80.3,80.5,80.3,80.4,1760985009,1760985727,89.8,89.8,89.2,1760985883,1760985012,87.7,88.2,1760985553,80.3,80.3,1760985727,77.9,78.1,77.9,1760985553,1760985727,77.0,77.2,77.0,1760985553,1760985727,,8.06,3.46,1760985719,,360,8,4,0.8700000047683716,0.0,0.0,0.0,0.0,1760985017,1,0,0,,,,,,,,,87.7,88.2,87.7,1760985553,1760985727,,,,,,,,,,-87,100.0,351,0,11162,0,0,0,0,26,2.998,0,0.905,0.023,2.998,3,,,0.0,0.161,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
36,1760986800,205011,813260,1,80.3,80.4,80.3,80.3,1760986391,1760985909,90.0,90.0,89.8,1760986753,1760985984,87.8,88.0,1760986658,80.3,80.3,1760985909,78.0,78.0,77.9,1760986658,1760985909,77.1,77.2,77.0,1760986658,1760985909,,7.63,3.07,1760985981,,360,7,360,0.7699999809265137,0.0,0.0,0.0,0.0,1760985899,1,0,0,,,,,,,,,87.8,88.0,87.7,1760986658,1760985909,,,,,,,,,,-87,100.0,352,0,11514,0,0,0,0,45,2.998,0,0.903,0.023,2.998,3,,,0.0,0.159,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
37,1760987700,205011,813260,1,80.3,80.4,80.2,80.3,1760986832,1760987457,89.8,90.0,89.8,1760986804,1760987521,87.7,88.0,1760986832,80.3,80.2,1760987457,77.9,78.1,77.8,1760986832,1760987529,77.0,77.2,76.9,1760986832,1760987529,,7.44,3.72,1760987022,,22,24,360,0.9300000071525574,0.0,0.0,0.0,0.0,1760986801,1,0,0,,,,,,,,,87.7,88.0,87.5,1760986832,1760987529,,,,,,,,,,-87,100.0,351,0,11865,0,0,0,0,29,2.998,0,0.905,0.023,2.998,3,,,0.0,0.159,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
38,1760988600,205011,813260,1,80.1,80.3,80.1,80.2,1760987785,1760987990,89.8,89.9,89.7,1760988239,1760987829,87.2,87.7,1760987785,80.1,80.1,1760987990,77.7,77.9,77.7,1760987785,1760987990,76.9,77.0,76.8,1760987785,1760987990,,5.81,2.8,1760987795,,45,33,23,0.699999988079071,0.0,0.0,0.0,0.0,1760987701,1,0,0,,,,,,,,,87.2,87.7,87.2,1760987785,1760987990,,,,,,,,,,-87,100.0,351,0,12216,0,0,0,0,52,2.998,0,0.903,0.023,2.998,3,,,0.0,0.158,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
39,1760989500,205011,813260,1,80.0,80.1,80.0,80.0,1760988605,1760988728,90.3,90.3,89.9,1760989418,1760988649,87.1,87.3,1760989466,80.0,80.0,1760988728,77.7,77.8,77.6,1760989466,1760988728,76.9,77.0,76.8,1760989466,1760988728,,6.5,3.18,1760989307,,360,12,7,0.7900000214576721,0.0,0.0,0.0,0.0,1760988603,1,0,0,,,,,,,,,87.1,87.3,87.0,1760989466,1760988728,,,,,,,,,,-87,100.0,351,0,12567,0,0,0,0,34,2.998,0,0.903,0.026,2.998,3,,,0.0,0.157,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
40,1760990400,205011,813260,1,80.1,80.1,80.0,80.0,1760989528,1760989507,90.4,90.4,90.2,1760990135,1760989571,87.4,87.4,1760990153,80.1,80.0,1760989507,77.9,77.9,77.7,1760990153,1760989507,77.0,77.0,76.9,1760990153,1760989579,,4.69,2.57,1760989715,,45,25,30,0.6399999856948853,0.0,0.0,0.0,0.0,1760989500,1,0,0,,,,,,,,,87.4,87.4,87.1,1760990153,1760989579,,,,,,,,,,-87,100.0,352,0,12919,0,0,0,0,38,2.998,0,0.903,0.026,2.998,3,,,0.0,0.157,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
41,1760991300,205011,813260,1,80.1,80.1,80.0,80.1,1760990402,1760990471,90.4,90.5,90.4,1760990955,1760990443,87.4,87.4,1760990963,80.1,80.0,1760990471,77.9,77.9,77.7,1760990963,1760990471,77.0,77.1,76.9,1760990963,1760990471,,6.38,3.75,1760991019,,360,5,1,0.9399999976158142,0.0,0.0,0.0,0.0,1760990407,1,0,0,,,,,,,,,87.4,87.4,87.1,1760990963,1760990471,,,,,,,,,,-87,100.0,351,0,13270,0,0,0,0,43,2.998,0,0.903,0.026,2.998,3,,,0.0,0.157,,900,28800,,,,,,2025-10-21 18:06:10.043770,weatherlink
